FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
CATHRINE,ARKENBERG,F,2014-03-14,2016-01-07,Associate,31.0,Marketing,24,6,2.0,6,91316,14,Friday,3,2014
KEITH,ABBEY,M,2011-03-25,2016-01-07,Senior Manager,38.0,Management,16,14,2.0,12,154106,25,Friday,3,2011
MIKE,ABELA,M,2013-04-19,2016-01-07,Senior Manager,37.0,Finance,18,12,3.0,12,189307,19,Friday,4,2013
KENNY,ADAM,M,2014-04-14,2016-01-07,Analyst,22.0,IT,21,9,5.0,0,44524,14,Monday,4,2014
CORI,ARMITAGE,F,2014-04-18,2016-01-07,Analyst,25.0,Web,24,6,3.0,2,40361,18,Friday,4,2014
ANDREAS,ALLEGRINI,M,2014-12-26,2016-01-07,Analyst,22.0,IT,26,4,4.0,0,44856,26,Friday,12,2014
SHAWN,ABDULLAI,M,2012-10-14,2016-01-07,Manager,32.0,Operations,29,1,2.0,6,140762,14,Sunday,10,2012
MARILYN,ALTADONNA,F,2014-10-23,2016-01-07,Analyst,25.0,Management,19,11,3.0,3,47174,23,Thursday,10,2014
MAURA,AQUILINA,F,2014-04-19,2016-01-07,Analyst,24.0,IT,23,7,3.0,1,48441,19,Saturday,4,2014
LUCILLE,ALUMBAUGH,F,2014-09-08,2016-01-07,Analyst,21.0,Operations,29,1,2.0,0,45425,8,Monday,9,2014
RALPH,ABBITT,M,2014-10-18,2016-01-07,Analyst,23.0,Finance,25,5,2.0,1,41404,18,Saturday,10,2014
DIRK,AKIEREISEN,M,2013-02-10,2016-01-07,Analyst,21.0,Web,21,9,5.0,0,41743,10,Sunday,2,2013
LINDSAY,AMERSON,F,2013-11-30,2016-01-07,Analyst,24.0,Marketing,15,15,4.0,1,43150,30,Saturday,11,2013
VICKIE,AMBOISE,F,2013-11-17,2016-01-07,Analyst,22.0,IT,16,14,3.0,0,40014,17,Sunday,11,2013
JERRELL,ALLTOP,M,2013-05-25,2016-01-07,Senior Analyst,26.0,Web,18,12,5.0,1,59121,25,Saturday,5,2013
STEPHEN,ABALOS,M,2013-02-05,2016-01-07,Analyst,22.0,Marketing,26,4,4.0,0,49418,5,Tuesday,2,2013
MILES,AGLIAM,M,2013-10-07,2016-01-07,Analyst,25.0,Operations,21,9,3.0,2,41357,7,Monday,10,2013
REYNA,ARAUZ,F,2014-02-01,2016-01-07,Analyst,21.0,Operations,18,12,4.0,0,45856,1,Saturday,2,2014
ABBY,ANNEN,F,2014-07-01,2016-01-07,Analyst,21.0,IT,27,3,2.0,0,45316,1,Tuesday,7,2014
GAYLORD,ALLGAIER,M,2014-10-09,2016-01-07,Analyst,21.0,IT,24,6,3.0,0,40332,9,Thursday,10,2014
BERNICE,ALVERO,F,2014-12-04,2016-01-07,Analyst,22.0,Operations,15,15,4.0,0,41673,4,Thursday,12,2014
ELOY,ALBRECHT,M,2014-02-06,2016-01-07,Analyst,25.0,Management,29,1,3.0,2,45188,6,Thursday,2,2014
GIOVANNI,ALAN,M,2013-10-20,2016-01-07,Analyst,23.0,Marketing,15,15,3.0,0,47847,20,Sunday,10,2013
TRACY,ACKLIN,M,2013-09-13,2016-01-07,Analyst,21.0,Marketing,20,10,4.0,0,48427,13,Friday,9,2013
BRUNO,AIRHART,M,2013-10-14,2016-01-07,Analyst,21.0,Operations,29,1,2.0,0,44774,14,Monday,10,2013
SOPHIE,ANDEL,F,2014-09-15,2016-01-07,Analyst,22.0,Web,24,6,2.0,0,42997,15,Monday,9,2014
JAIME,ANDRADEZ,F,2014-06-02,2016-01-07,Analyst,21.0,Operations,16,14,3.0,0,48242,2,Monday,6,2014
CARLO,AKBAR,M,2013-06-22,2016-01-07,Analyst,22.0,Operations,25,5,4.0,0,43356,22,Saturday,6,2013
PANSY,ARBO,F,2014-02-08,2016-01-07,Analyst,22.0,Web,25,5,2.0,0,46543,8,Saturday,2,2014
TRACI,AMSTER,F,2013-06-21,2016-01-07,Analyst,24.0,Web,17,13,4.0,0,41610,21,Friday,6,2013
JILL,ALVAREZ,F,2014-08-11,2016-01-07,Analyst,22.0,Management,24,6,2.0,0,41430,11,Monday,8,2014
KATHRYN,ALTAMIRUNO,F,2014-07-20,2016-01-07,Analyst,24.0,Web,26,4,3.0,2,46779,20,Sunday,7,2014
HUNG,ALAMILLO,M,2013-12-26,2016-01-07,Analyst,25.0,IT,24,6,5.0,2,40786,26,Thursday,12,2013
ROSALINDA,ANTONIEWICZ,F,2014-08-15,2016-01-07,Analyst,25.0,Operations,28,2,5.0,3,49492,15,Friday,8,2014
LOYD,AHR,M,2011-08-21,2016-01-07,Associate,30.0,Web,28,2,3.0,2,93212,21,Sunday,8,2011
REGINALD,ABSALON,M,2014-10-21,2016-01-07,Analyst,23.0,Web,17,13,4.0,1,47691,21,Tuesday,10,2014
HONG,ALLERS,M,2013-04-08,2016-01-07,Analyst,21.0,Marketing,19,11,3.0,0,48127,8,Monday,4,2013
CHERI,ANDREOLI,F,2014-12-10,2016-01-07,Analyst,23.0,IT,18,12,4.0,1,42653,10,Wednesday,12,2014
CANDY,ANG,F,2014-11-11,2016-01-07,Analyst,21.0,Web,22,8,3.0,0,49237,11,Tuesday,11,2014
VALERIE,ALVACADO,F,2013-01-18,2016-01-07,Analyst,24.0,Operations,23,7,3.0,0,49070,18,Friday,1,2013
RANDAL,AFFLECK,M,2014-04-26,2016-01-07,Analyst,25.0,Operations,27,3,5.0,2,47843,26,Saturday,4,2014
MARYANNE,APGAR,F,2011-10-24,2016-01-07,Senior Manager,39.0,Management,22,8,5.0,10,197246,24,Monday,10,2011
LAKISHA,ANYAN,F,2013-06-04,2016-01-07,Analyst,25.0,Management,29,1,4.0,1,45986,4,Tuesday,6,2013
MORGAN,ANGALICH,F,2013-01-29,2016-01-07,Analyst,24.0,Management,19,11,2.0,0,41500,29,Tuesday,1,2013
ESTELLA,ANDROES,F,2013-04-06,2016-01-07,Senior Analyst,25.0,IT,29,1,5.0,0,60778,6,Saturday,4,2013
PRESTON,ADDERLEY,M,2014-12-17,2016-01-07,Analyst,21.0,Operations,17,13,3.0,0,41124,17,Wednesday,12,2014
SHAUN,ADAMCZAK,M,2013-11-16,2016-01-07,Analyst,23.0,Marketing,26,4,3.0,0,40669,16,Saturday,11,2013
MALIK,ALLI,M,2013-04-13,2016-01-07,Analyst,24.0,Finance,23,7,3.0,0,45278,13,Saturday,4,2013
BUD,ALEJANDRO,M,2014-01-15,2016-01-07,Analyst,25.0,Management,23,7,4.0,2,45865,15,Wednesday,1,2014
BENNIE,ADDUCI,M,2014-03-21,2016-01-07,Analyst,24.0,Management,24,6,3.0,1,42662,21,Friday,3,2014
FERNANDO,ACEE,M,2012-04-07,2016-01-07,Senior Analyst,28.0,IT,21,9,5.0,2,67796,7,Saturday,4,2012
ZENAIDA,ARMSTONG,F,2013-05-08,2016-01-07,Analyst,21.0,Operations,29,1,5.0,0,43669,8,Wednesday,5,2013
LONNIE,ACERRA,M,2014-12-18,2016-01-07,Analyst,21.0,Marketing,27,3,2.0,0,48626,18,Thursday,12,2014
JODY,AMSTERDAM,F,2014-10-03,2016-01-07,Analyst,24.0,Marketing,29,1,4.0,2,45324,3,Friday,10,2014
RONNY,ALANKO,M,2014-04-21,2016-01-07,Analyst,21.0,IT,30,0,3.0,0,49247,21,Monday,4,2014
CHARLIE,ABROM,M,2014-05-05,2016-01-07,Analyst,23.0,Finance,24,6,4.0,0,42737,5,Monday,5,2014
WILLY,ALEY,M,2014-05-07,2016-01-07,Analyst,22.0,Marketing,23,7,4.0,0,45545,7,Wednesday,5,2014
KRYSTLE,ARDOLINO,F,2014-06-03,2016-01-07,Analyst,24.0,Management,30,0,5.0,1,44212,3,Tuesday,6,2014
XAVIER,AGUON,M,2014-03-03,2016-01-07,Analyst,23.0,Marketing,17,13,4.0,0,49736,3,Monday,3,2014
LEONARD,ABELARDO,M,2015-01-25,2016-01-07,Analyst,23.0,IT,22,8,5.0,1,49512,25,Sunday,1,2015
FREDRICK,ACORS,M,2011-03-16,2016-01-07,Manager,32.0,Operations,26,4,4.0,2,104916,16,Wednesday,3,2011
LARA,ANNESE,F,2014-10-26,2016-01-07,Senior Analyst,27.0,Marketing,20,10,3.0,5,67198,26,Sunday,10,2014
BENITO,AGTARAP,M,2013-06-10,2016-01-07,Analyst,25.0,Web,25,5,5.0,1,42637,10,Monday,6,2013
NOLAN,AHARONOF,M,2013-02-20,2016-01-07,Analyst,21.0,Web,30,0,3.0,0,45768,20,Wednesday,2,2013
REGGIE,AHMED,M,2014-02-25,2016-01-07,Analyst,25.0,Finance,15,15,3.0,2,43259,25,Tuesday,2,2014
ROBBIN,ARENZ,F,2013-06-24,2016-01-07,Analyst,24.0,Web,28,2,2.0,0,47050,24,Monday,6,2013
ELI,AGOSTA,M,2013-02-21,2016-01-07,Analyst,24.0,Operations,19,11,5.0,0,41506,21,Thursday,2,2013
DOMINIC,ADEBISI,M,2014-03-11,2016-01-07,Analyst,22.0,Management,24,6,5.0,0,42125,11,Tuesday,3,2014
TAMRA,APYUAN,F,2014-01-22,2016-01-07,Senior Analyst,27.0,Web,18,12,2.0,0,60827,22,Wednesday,1,2014
FELTON,ALLCORN,M,2014-08-31,2016-01-07,Senior Analyst,26.0,IT,29,1,3.0,1,61311,31,Sunday,8,2014
RAFAEL,ABSON,M,2013-07-27,2016-01-07,Analyst,24.0,IT,21,9,2.0,1,41248,27,Saturday,7,2013
POLLY,ANGELES,F,2014-03-26,2016-01-07,Analyst,22.0,Marketing,22,8,2.0,0,47945,26,Wednesday,3,2014
BRAIN,AHERNS,M,2014-08-11,2016-01-07,Analyst,23.0,IT,17,13,5.0,1,40240,11,Monday,8,2014
LOIS,ALTERIO,F,2013-10-14,2016-01-07,Analyst,25.0,Operations,30,0,5.0,2,43615,14,Monday,10,2013
ESMERALDA,ANTONACCI,F,2014-05-14,2016-01-07,Analyst,25.0,Web,15,15,3.0,2,46650,14,Wednesday,5,2014
MARVA,APPL,F,2014-07-30,2016-01-07,Analyst,23.0,Operations,29,1,2.0,1,48148,30,Wednesday,7,2014
ABDUL,ALBAUGH,M,2013-04-02,2016-01-07,Analyst,21.0,Operations,21,9,4.0,0,43939,2,Tuesday,4,2013
TISHA,ARANJO,F,2014-02-20,2016-01-07,Analyst,23.0,Marketing,15,15,5.0,0,40718,20,Thursday,2,2014
ISRAEL,ADESSA,M,2013-06-17,2016-01-07,Analyst,24.0,Management,20,10,5.0,0,47985,17,Monday,6,2013
FRANCINE,ANDREESSEN,F,2013-11-02,2016-01-07,Analyst,21.0,Operations,29,1,5.0,0,44412,2,Saturday,11,2013
LULA,AMOE,F,2013-01-07,2016-01-07,Analyst,23.0,Web,27,3,4.0,0,44832,7,Monday,1,2013
ROSALIA,ARDIZONE,F,2014-01-27,2016-01-07,Analyst,22.0,IT,15,15,5.0,0,48161,27,Monday,1,2014
STANTON,ALLDREDGE,M,2013-02-13,2016-01-07,Analyst,24.0,Marketing,24,6,2.0,0,41981,13,Wednesday,2,2013
YOUNG,ALAS,M,2013-04-02,2016-01-07,Analyst,21.0,Marketing,17,13,3.0,0,45477,2,Tuesday,4,2013
KENDALL,AGOSTINO,M,2013-05-05,2016-01-07,Analyst,22.0,Management,23,7,4.0,0,47890,5,Sunday,5,2013
LORRIE,ANTONSEN,F,2013-10-08,2016-01-07,Analyst,22.0,Finance,15,15,2.0,0,48736,8,Tuesday,10,2013
MALLORY,ANTU,F,2014-12-11,2016-01-07,Analyst,21.0,Operations,24,6,2.0,0,47334,11,Thursday,12,2014
GAYLA,ARCHUT,F,2012-02-05,2016-01-07,Senior Analyst,27.0,Web,18,12,5.0,0,61742,5,Sunday,2,2012
WARD,AINSCOUGH,M,2014-03-27,2016-01-07,Analyst,21.0,Management,26,4,3.0,0,48995,27,Thursday,3,2014
ROLF,ALLOCCA,M,2014-04-29,2016-01-07,Analyst,22.0,Web,20,10,4.0,0,47316,29,Tuesday,4,2014
HERSHEL,ALBROUGH,M,2013-03-07,2016-01-07,Analyst,25.0,Management,16,14,4.0,1,45125,7,Thursday,3,2013
EUSEBIO,ALIREZ,M,2013-08-30,2016-01-07,Analyst,22.0,Marketing,19,11,4.0,0,49235,30,Friday,8,2013
LUCAS,ADELMAN,M,2012-08-03,2016-01-07,Manager,34.0,IT,30,0,4.0,8,117726,3,Friday,8,2012
HOMER,ADACHI,M,2014-10-06,2016-01-07,Analyst,23.0,Operations,29,1,3.0,1,49095,6,Monday,10,2014
IKE,ALLEGOOD,M,2013-09-16,2016-01-07,Associate,32.0,Finance,24,6,4.0,8,94212,16,Monday,9,2013
HERB,ALLEGRETTI,M,2013-11-18,2016-01-07,Analyst,25.0,Finance,15,15,4.0,2,42014,18,Monday,11,2013
PENNY,AMDAHL,F,2015-01-15,2016-01-07,Analyst,21.0,Finance,19,11,2.0,0,44193,15,Thursday,1,2015
CARLY,APPELBAUM,F,2013-09-09,2016-01-07,Analyst,22.0,Operations,15,15,4.0,0,46510,9,Monday,9,2013
TANISHA,ANTWI,F,2013-07-26,2016-01-07,Analyst,23.0,Management,21,9,3.0,0,48482,26,Friday,7,2013
DENICE,ARCEMENT,F,2014-01-15,2016-01-07,Analyst,23.0,Operations,17,13,2.0,0,45715,15,Wednesday,1,2014
DESHAWN,ALLAMON,M,2013-06-22,2016-01-07,Analyst,24.0,Finance,25,5,3.0,0,46215,22,Saturday,6,2013
GEORGIA,AMARO,F,2011-03-04,2016-01-07,Director,40.0,Finance,28,2,5.0,12,319407,4,Friday,3,2011
LORENA,ANDERA,F,2014-06-15,2016-01-07,Analyst,22.0,IT,29,1,5.0,0,40920,15,Sunday,6,2014
UNA,ARN,F,2014-03-04,2016-01-07,Analyst,25.0,Management,24,6,4.0,2,48792,4,Tuesday,3,2014
NATHANIAL,ALLANSON,M,2014-08-26,2016-01-07,Analyst,21.0,IT,23,7,5.0,0,43873,26,Tuesday,8,2014
HYMAN,ALLCOCK,M,2013-07-28,2016-01-07,Analyst,24.0,Operations,29,1,3.0,1,45321,28,Sunday,7,2013
WESTON,ALBRO,M,2013-10-01,2016-01-07,Analyst,22.0,Marketing,17,13,2.0,0,46848,1,Tuesday,10,2013
HELENE,ANDRUZZI,F,2012-07-10,2016-01-07,Senior Analyst,25.0,IT,15,15,5.0,0,50680,10,Tuesday,7,2012
BEAU,AIUTO,M,2014-01-25,2016-01-07,Analyst,22.0,Finance,18,12,2.0,0,46471,25,Saturday,1,2014
IMELDA,APPLE,F,2012-10-15,2016-01-07,Senior Analyst,28.0,Marketing,18,12,4.0,0,57896,15,Monday,10,2012
QUINTON,AHEARN,M,2014-03-13,2016-01-07,Analyst,24.0,Finance,19,11,5.0,1,45340,13,Thursday,3,2014
RAY,ABEYTA,M,2014-08-16,2016-01-07,Analyst,23.0,Web,18,12,5.0,1,49873,16,Saturday,8,2014
CATRINA,ARENS,F,2015-01-03,2016-01-07,Analyst,23.0,IT,18,12,2.0,1,43257,3,Saturday,1,2015
HOUSTON,ALAI,M,2013-05-23,2016-01-07,Analyst,22.0,Web,20,10,4.0,0,45062,23,Thursday,5,2013
MINNIE,AMAVISCA,F,2014-10-12,2016-01-07,Analyst,21.0,Operations,22,8,4.0,0,44513,12,Sunday,10,2014
FELIPE,ADDO,M,2014-07-29,2016-01-07,Analyst,25.0,Marketing,28,2,5.0,3,44566,29,Tuesday,7,2014
ETHAN,AGNOR,M,2013-12-22,2016-01-07,Analyst,23.0,Management,21,9,2.0,0,40372,22,Sunday,12,2013
PORTIA,ARICHABALA,F,2013-05-10,2016-01-07,Senior Analyst,25.0,Web,17,13,4.0,0,62595,10,Friday,5,2013
INDIA,ARIZZI,F,2014-05-07,2016-01-07,Manager,32.0,Finance,23,7,5.0,5,124060,7,Wednesday,5,2014
NAPOLEON,ALCOSER,M,2011-04-19,2016-01-07,Associate,32.0,Marketing,19,11,3.0,3,90512,19,Tuesday,4,2011
ENRIQUE,ACOCK,M,2014-10-30,2016-01-07,Analyst,25.0,Finance,29,1,2.0,3,41853,30,Thursday,10,2014
WHITNEY,AMORIN,F,2014-05-07,2016-01-07,Analyst,22.0,Management,21,9,3.0,0,43548,7,Wednesday,5,2014
DARRICK,ALFIERO,M,2013-06-03,2016-01-07,Senior Analyst,28.0,Finance,20,10,4.0,3,59675,3,Monday,6,2013
LILIA,ANTONIO,F,2013-01-18,2016-01-07,Analyst,22.0,IT,27,3,4.0,0,42398,18,Friday,1,2013
ODIS,ALDWORTH,M,2012-01-26,2016-01-07,Senior Analyst,28.0,Finance,23,7,5.0,0,61638,26,Thursday,1,2012
VANCE,AGUINAGA,M,2014-08-12,2016-01-07,Analyst,24.0,IT,27,3,2.0,2,42791,12,Tuesday,8,2014
LEANNA,APT,F,2015-01-15,2016-01-07,Senior Analyst,26.0,Finance,22,8,3.0,2,64193,15,Thursday,1,2015
LUZ,AMOA,F,2013-06-10,2016-01-07,Analyst,25.0,Operations,26,4,5.0,1,48366,10,Monday,6,2013
DEBORAH,ALONGE,F,2013-04-29,2016-01-07,Analyst,25.0,Operations,24,6,4.0,1,48470,29,Monday,4,2013
BRUCE,ABBS,M,2012-12-08,2016-01-07,Senior Analyst,27.0,Marketing,21,9,4.0,0,56430,8,Saturday,12,2012
FILOMENA,ARMSTEAD,F,2013-04-09,2016-01-07,Analyst,24.0,Management,17,13,4.0,0,42910,9,Tuesday,4,2013
JOHN,AABY,M,2014-12-18,2016-01-07,Analyst,24.0,IT,18,12,2.0,2,46265,18,Thursday,12,2014
MARISOL,ANGRISANO,F,2011-11-08,2016-01-07,Associate,28.0,Operations,18,12,2.0,0,90134,8,Tuesday,11,2011
TAMERA,ARANO,F,2012-10-12,2016-01-07,Manager,33.0,Operations,26,4,4.0,5,126294,12,Friday,10,2012
LENORA,ANDRINO,F,2014-12-11,2016-01-07,Senior Analyst,25.0,IT,30,0,3.0,1,56291,11,Thursday,12,2014
SUSAN,ALMON,F,2014-05-02,2016-01-07,Senior Analyst,27.0,Operations,18,12,4.0,1,69329,2,Friday,5,2014
ANTWAN,ALCARAZ,M,2011-04-26,2016-01-07,Associate,31.0,Web,17,13,5.0,1,78274,26,Tuesday,4,2011
JOAN,ALSHEIMER,F,2014-04-02,2016-01-07,Analyst,23.0,Operations,17,13,3.0,0,43681,2,Wednesday,4,2014
MARGE,ARMS,F,2010-12-19,2016-01-07,Senior Manager,36.0,IT,27,3,3.0,6,179845,19,Sunday,12,2010
KITTY,ARBOLIDA,F,2014-10-27,2016-01-07,Analyst,21.0,Web,19,11,5.0,0,49453,27,Monday,10,2014
MARIAN,AMBERS,F,2014-07-21,2016-01-07,Analyst,21.0,Marketing,16,14,4.0,0,44447,21,Monday,7,2014
TWILA,ARAVE,F,2014-10-08,2016-01-07,Analyst,23.0,Marketing,22,8,3.0,1,43319,8,Wednesday,10,2014
RODERICK,ADAMSON,M,2013-06-26,2016-01-07,Analyst,21.0,IT,16,14,4.0,0,44837,26,Wednesday,6,2013
SHAYLA,ARISPE,F,2014-10-15,2016-01-07,Analyst,25.0,IT,23,7,2.0,3,43380,15,Wednesday,10,2014
MINDY,ANDERMAN,F,2012-12-05,2016-01-07,Senior Analyst,27.0,Finance,30,0,2.0,3,57913,5,Wednesday,12,2012
ANGELA,ALONZO,F,2013-03-13,2016-01-07,Senior Analyst,25.0,Marketing,30,0,5.0,1,64737,13,Wednesday,3,2013
SHONDA,ARENSON,F,2013-08-06,2016-01-07,Analyst,22.0,Marketing,21,9,5.0,0,46261,6,Tuesday,8,2013
GRANVILLE,ALLGOOD,M,2014-01-21,2016-01-07,Analyst,23.0,Finance,18,12,2.0,0,41899,21,Tuesday,1,2014
VIVIAN,ALVIREZ,F,2013-09-19,2016-01-07,Analyst,22.0,Finance,29,1,4.0,0,48624,19,Thursday,9,2013
DIXIE,ANDERTON,F,2011-11-20,2016-01-07,Associate,30.0,IT,18,12,5.0,1,73718,20,Sunday,11,2011
FAYE,AMEY,F,2011-07-01,2016-01-07,Associate,30.0,Marketing,27,3,3.0,1,92460,1,Friday,7,2011
EARLINE,ANTAO,F,2014-04-03,2016-01-07,Analyst,24.0,Finance,21,9,3.0,1,44630,3,Thursday,4,2014
RUSTY,AHLUWALIA,M,2014-05-08,2016-01-07,Analyst,21.0,Web,15,15,4.0,0,48067,8,Thursday,5,2014
ANGELIQUE,ARANT,F,2014-01-07,2016-01-07,Analyst,24.0,Operations,21,9,5.0,1,43721,7,Tuesday,1,2014
CHARLIE,ARLAN,F,2013-11-26,2016-01-07,Associate,32.0,Operations,25,5,3.0,5,91035,26,Tuesday,11,2013
GLENDA,AMBAGIS,F,2012-06-26,2016-01-07,Senior Analyst,25.0,IT,19,11,5.0,0,66250,26,Tuesday,6,2012
PATRICK,ABATI,M,2014-11-20,2016-01-07,Analyst,24.0,Finance,18,12,2.0,2,44576,20,Thursday,11,2014
JUDITH,ALSINA,F,2013-11-06,2016-01-07,Analyst,23.0,Management,30,0,3.0,0,46927,6,Wednesday,11,2013
ROLAND,ACAMPORA,M,2014-03-10,2016-01-07,Analyst,23.0,IT,23,7,5.0,0,49712,10,Monday,3,2014
ANNMARIE,ARAKAKI,F,2014-10-24,2016-01-07,Analyst,21.0,Operations,30,0,4.0,0,46772,24,Friday,10,2014
FERDINAND,ALBERRY,M,2013-07-28,2016-01-07,Manager,34.0,Marketing,27,3,2.0,11,138812,28,Sunday,7,2013
TITUS,ALLBRITTON,M,2015-01-13,2016-01-07,Analyst,23.0,Finance,23,7,5.0,1,40196,13,Tuesday,1,2015
RONNIE,ABOOD,M,2012-05-11,2016-01-07,Senior Analyst,28.0,Management,22,8,4.0,1,51084,11,Friday,5,2012
MARTA,ANDESON,F,2013-06-03,2016-01-07,Analyst,25.0,Web,19,11,3.0,1,46927,3,Monday,6,2013
STACEY,AMADON,F,2013-12-12,2016-01-07,Analyst,24.0,Web,22,8,2.0,1,46349,12,Thursday,12,2013
MARGRET,ANKENY,F,2012-03-03,2016-01-07,Senior Analyst,26.0,Finance,22,8,2.0,0,50343,3,Saturday,3,2012
CAMILLA,ARCUDI,F,2014-10-07,2016-01-07,Analyst,24.0,Web,17,13,2.0,2,45507,7,Tuesday,10,2014
ALISA,ANGELOTTI,F,2011-03-31,2016-01-07,Associate,30.0,Finance,24,6,5.0,2,81319,31,Thursday,3,2011
DEON,ALDANA,M,2013-05-02,2016-01-07,Analyst,25.0,Operations,27,3,3.0,1,46322,2,Thursday,5,2013
ALFONSO,ADAMEK,M,2013-03-27,2016-01-07,Analyst,23.0,Management,17,13,2.0,0,42950,27,Wednesday,3,2013
CHRIS,ANDREW,F,2014-10-05,2016-01-07,Analyst,24.0,Web,29,1,5.0,2,48660,5,Sunday,10,2014
ROSCOE,AGUSTIN,M,2013-11-08,2016-01-07,Analyst,24.0,IT,22,8,3.0,1,41920,8,Friday,11,2013
DELORES,AMANZA,F,2013-04-10,2016-01-07,Analyst,21.0,Web,21,9,2.0,0,47754,10,Wednesday,4,2013
MITCHEL,ALBAN,M,2013-10-22,2016-01-07,Analyst,21.0,IT,18,12,4.0,0,42395,22,Tuesday,10,2013
DILLON,ALERT,M,2014-01-12,2016-01-07,Analyst,22.0,Web,26,4,3.0,0,44555,12,Sunday,1,2014
AMPARO,APUZZI,F,2015-01-27,2016-01-07,Analyst,25.0,Management,15,15,5.0,3,44112,27,Tuesday,1,2015
ELVA,ANDRZEJCZAK,F,2014-02-19,2016-01-07,Analyst,22.0,Web,23,7,3.0,0,46029,19,Wednesday,2,2014
JENA,ARENDS,F,2013-10-12,2016-01-07,Analyst,21.0,Marketing,20,10,5.0,0,47134,12,Saturday,10,2013
JARRED,ALDREDGE,M,2014-11-21,2016-01-07,Analyst,23.0,IT,27,3,4.0,1,47736,21,Friday,11,2014
LUCIA,ANDES,F,2013-10-16,2016-01-07,Analyst,23.0,Marketing,18,12,3.0,0,45460,16,Wednesday,10,2013
HIRAM,AIKENS,M,2014-04-30,2016-01-07,Senior Analyst,26.0,IT,23,7,2.0,0,58872,30,Wednesday,4,2014
BESS,ARGABRIGHT,F,2013-03-06,2016-01-07,Analyst,25.0,Finance,19,11,5.0,1,48458,6,Wednesday,3,2013
EMILE,ALBINO,M,2014-06-04,2016-01-07,Analyst,23.0,IT,24,6,4.0,0,44178,4,Wednesday,6,2014
TONIA,ANGOTTI,F,2013-01-20,2016-01-07,Analyst,24.0,Web,28,2,2.0,0,41045,20,Sunday,1,2013
TYRON,ALHADDAD,M,2013-06-09,2016-01-07,Analyst,22.0,IT,25,5,2.0,0,45193,9,Sunday,6,2013
MARIA,ALEA,M,2013-05-13,2016-01-07,Analyst,22.0,Operations,17,13,4.0,0,42853,13,Monday,5,2013
ZELLA,ARIMAS,F,2013-03-09,2016-01-07,Analyst,24.0,Management,24,6,4.0,0,49633,9,Saturday,3,2013
NESTOR,AITKEN,M,2014-08-10,2016-01-07,Analyst,23.0,Operations,21,9,5.0,1,45306,10,Sunday,8,2014
TONY,ABEITA,M,2012-03-29,2016-01-07,Manager,34.0,Finance,20,10,4.0,7,100874,29,Thursday,3,2012
LORIE,ANNAN,F,2014-05-01,2016-01-07,Analyst,25.0,Operations,17,13,4.0,2,43909,1,Thursday,5,2014
BETTYE,ANOLICK,F,2014-10-22,2016-01-07,Analyst,21.0,Finance,28,2,3.0,0,43907,22,Wednesday,10,2014
HUBERT,ADAMAITIS,M,2014-07-30,2016-01-07,Analyst,22.0,IT,25,5,3.0,0,43733,30,Wednesday,7,2014
MAY,ANDERLIK,F,2013-10-12,2016-01-07,Analyst,25.0,IT,22,8,5.0,2,47464,12,Saturday,10,2013
DANETTE,AREOLA,F,2013-12-03,2016-01-07,Senior Analyst,28.0,Management,24,6,4.0,5,58617,3,Tuesday,12,2013
HANNAH,AMORIM,F,2014-11-11,2016-01-07,Analyst,23.0,Marketing,17,13,2.0,1,41636,11,Tuesday,11,2014
CINDY,ALTMANN,F,2013-08-11,2016-01-07,Analyst,25.0,Finance,20,10,2.0,2,42886,11,Sunday,8,2013
HERMAN,ABRAMSON,M,2011-02-04,2016-01-07,Associate,30.0,Operations,30,0,3.0,4,89843,4,Friday,2,2011
TIFFANI,ARMATO,F,2013-12-15,2016-01-07,Analyst,21.0,Operations,30,0,3.0,0,47018,15,Sunday,12,2013
TERA,ARGUMEDO,F,2014-10-14,2016-01-07,Analyst,24.0,Management,23,7,3.0,2,40180,14,Tuesday,10,2014
DALIA,ARLOTTA,F,2012-06-21,2016-01-07,Senior Analyst,28.0,Web,25,5,4.0,0,55790,21,Thursday,6,2012
DENNIS,ABASTA,M,2014-10-20,2016-01-07,Analyst,24.0,Marketing,29,1,2.0,2,47194,20,Monday,10,2014
ROYAL,ALBERTI,M,2014-09-20,2016-01-07,Analyst,23.0,Finance,25,5,3.0,1,44799,20,Saturday,9,2014
STEPHAN,AGIB,M,2014-01-22,2016-01-07,Analyst,21.0,IT,30,0,2.0,0,49609,22,Wednesday,1,2014
JONAS,ALBAIR,M,2013-01-11,2016-01-07,Analyst,25.0,Marketing,22,8,4.0,1,48104,11,Friday,1,2013
ARMAND,AHLHEIM,M,2014-02-28,2016-01-07,Analyst,25.0,Operations,30,0,4.0,2,43125,28,Friday,2,2014
SANTO,ALLMOND,M,2013-12-29,2016-01-07,Senior Analyst,26.0,Finance,16,14,5.0,1,60520,29,Sunday,12,2013
QUINN,ALEXION,M,2014-10-07,2016-01-07,Analyst,21.0,Finance,18,12,3.0,0,41124,7,Tuesday,10,2014
ROWENA,ARAUJO,F,2013-02-27,2016-01-07,Analyst,24.0,Management,15,15,4.0,0,47774,27,Wednesday,2,2013
